credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,country_Germany,country_Spain,high_risk_age,high_balance_risk,high_credit_score
-0.3262214220367463,0.0,0.2935174228967471,2,-1.2258476714090278,1,1,1,0.0218864939953861,1,False,False,1,0,1
-0.4400359548576657,0.0,0.1981638321954454,1,0.1173500214351105,1,0,1,0.2165337518873402,0,False,True,1,0,1
-1.536794180222889,0.0,0.2935174228967471,8,1.3330533457228904,3,1,0,0.2406869000634881,1,False,False,1,0,1
0.5015206348426676,0.0,0.007456650792842,1,-1.2258476714090278,2,0,0,-0.1089179170284712,0,False,False,0,0,0
2.063883767202561,0.0,0.3888710135980487,2,0.7857278997960591,1,1,1,-0.3652757825144027,0,False,True,0,1,0
-0.0572052535509367,0.0,0.4842246042993504,8,0.5973285944410414,2,1,0,0.8636502870218095,1,False,True,0,1,1
1.7741740472947665,0.0,1.0563461485071606,7,-1.2258476714090278,2,1,1,-1.5654872211931183,0,False,False,0,0,0
-2.840487919807966,0.0,-0.9460792562201747,4,0.6180189508533646,4,1,0,0.3348537298101204,1,True,False,0,1,1
-1.5471409559338818,0.0,0.4842246042993504,4,1.0508202865849028,2,0,1,-0.4373288460949081,0,False,False,0,1,1
0.3463189991777775,0.0,-1.1367864376227783,2,0.9314633619936776,1,1,1,-0.4932304840924708,0,False,False,0,1,0
-1.2677780117370796,0.0,-0.7553720748175714,6,0.409185402285092,2,0,0,-0.3461997008923627,0,False,False,0,1,1
-1.5885280587778523,0.0,-1.422847209726683,3,-1.2258476714090278,2,1,0,-0.412123315592307,0,False,True,0,0,1
-1.8058103487086987,0.0,-0.4693113027136664,10,-1.2258476714090278,2,1,0,-1.283817056739873,0,False,False,0,0,1
-1.0504957218062334,0.0,-1.3274936190253817,5,-1.2258476714090278,2,0,0,1.5783569986897874,0,False,False,0,0,1
-0.1606730106608635,0.0,-0.3739577120123647,7,-1.2258476714090278,2,1,1,-0.5936359656444845,0,False,True,0,0,1
-0.3572617491697243,0.0,0.5795781950006521,3,1.0681029591182611,2,0,1,-0.6218824846013182,0,True,False,0,1,1
0.0255689521370046,0.0,1.8191748741175744,1,0.8993931172292712,1,1,0,-1.651825870574206,1,True,False,0,1,0
-1.0504957218062334,0.0,-1.422847209726683,9,-1.2258476714090278,2,1,1,-1.489956183569091,0,False,True,0,0,1
-0.6573182447885119,0.0,0.5795781950006521,6,-1.2258476714090278,1,0,0,1.018901024774756,0,False,True,0,0,1
0.7808835790394698,0.0,-1.422847209726683,6,-1.2258476714090278,2,1,1,-0.7888730584424746,0,False,False,0,0,0
0.8429642333054258,0.0,0.1981638321954454,8,-1.2258476714090278,2,1,1,1.2310704831801604,0,False,False,1,0,0
-0.1503262349498708,0.0,-0.6600184841162697,8,-1.2258476714090278,2,1,0,0.6688717421740601,0,False,True,0,0,1
-1.4540199745349478,0.0,-0.0878969399084596,4,-1.2258476714090278,1,1,0,0.3273182063274936,1,False,True,0,0,1
0.1911173635128873,0.0,0.6749317857019538,3,-1.2258476714090278,2,0,1,-1.5928757668520803,0,False,False,0,0,0
2.0224966643585907,0.0,-0.0878969399084596,5,-1.2258476714090278,1,1,1,1.5219882921316077,0,False,False,0,0,0
-0.7607860018984386,0.0,-1.3274936190253817,3,-1.2258476714090278,2,0,1,0.4246054922618664,0,False,False,0,0,1
1.09128685036925,0.0,-0.278604121311063,2,0.9669114802146296,1,1,1,1.216390340952162,0,True,False,0,1,0
-0.8228666561643946,0.0,0.4842246042993504,9,-1.2258476714090278,2,0,0,-1.0721517054667205,0,False,False,0,0,1
-0.7918263290314166,0.0,0.3888710135980487,3,1.0395750259469725,1,1,1,0.0016900390538911,0,True,False,0,1,1
-2.4783507699232223,0.0,-0.9460792562201747,0,-0.2690746311079832,2,1,1,-0.8104496783748915,0,False,False,0,0,1
-0.6159311419445411,0.0,0.007456650792842,3,-1.2258476714090278,3,1,0,0.7021528985231289,1,False,True,0,0,1
-1.2160441331821163,0.0,-0.278604121311063,7,0.1414522287746933,1,0,1,0.9849420451757676,0,False,False,0,0,1
-1.009108618962263,0.0,0.1981638321954454,9,0.5389379904752859,2,0,0,-0.3163307881639144,0,True,False,1,1,1
-1.350552217425021,0.0,0.2935174228967471,6,-1.2258476714090278,2,1,1,-1.1421041777545031,0,False,True,1,0,1
0.7394964761954991,0.0,-0.9460792562201747,9,-1.2258476714090278,2,1,1,0.7293439051333712,0,False,True,0,0,0
-1.8161571244196912,0.0,0.5795781950006521,0,0.926016709329642,1,1,0,-1.2566552636509198,1,False,False,0,1,1
-1.6609554887548013,0.0,-0.7553720748175714,3,1.1022538431506914,1,0,1,0.2430378929672636,0,False,True,0,1,1
1.5879320844968985,0.0,-0.5646648934149681,7,0.0010050714058921,1,0,1,-0.0284621404970607,0,False,True,0,0,0
2.063883767202561,0.0,-0.278604121311063,7,-1.2258476714090278,1,1,1,-1.030773708690248,0,False,False,0,0,0
-0.7090521233434752,0.0,0.1981638321954454,6,-0.0983488994706338,2,0,1,1.3560603601273575,0,True,False,1,0,1
-1.8471974515526688,0.0,0.1028102414941437,4,-1.2258476714090278,1,1,0,-0.5205574726887156,0,False,True,1,0,1
